,cleaned_tweets,nilai,sentimen
18376,dua warga depok jawa barat positif terpapar virus corona lantas menurut anda bagaimana seharusnya langkah masyarakat dan pemerintah untuk meminimalisir penyebaran virus covid itu komentar anda,7,positif
18377,warga depok positif corona ketum pmi yang juga mantan wapres ri jusuf kalla mengimbau warga tidak perlu panik,-12,negatif
18378,kata bude saya yang di hk di sana kalau gapake masker bisa denda informasi saja gengs lebih penting dari infonya ayu tiktok kaget corona di depok,-11,negatif
18379,just read an article katanya sudah ada yang positif terjangkit corona di depok is it true,4,positif
18380,denger kabar warga depok kena corona dan beralamat di studio alam depok hati rasanya waswas karena besok dan hari kedepan masih harus bekerja di studio alam tvri,-9,negatif
18381,wali kota depok tidak ingin warga panik dengan mengeluarkan keputusan soal corona,-8,negatif
18382,corona sudah ada di depok itu terus yakin masih sanggup nyimpen rasa kade depok tidak jauh dari bogor hohoho,-4,negatif
18383,ada virus corona bang di depok mulai kena,1,netral
18384,warga depok positif corona ayu ting ting kaget,6,positif
18385,jadi terpikirkan misua ini garagara corona di depok hmm,0,netral
18386,bocah depok bocah corona fucek kalian fucekkk,-1,netral
18387,orang tua di depok pada waspada corona dengan beli masker bocah kecil depok aaaaa mampus kena corona,-15,negatif
18388,apotek di kota yogyakarta kehabisan stok masker yang biasa mereka jual hal itu menyusul permintaan masker yang tinggi akibat munculnya virus corona covid di wuhan china,-13,negatif
18389,grgr lagi flu terus denger berita corona di depok auto cuci tgn pakai antis trsan,-14,negatif
18390,di daerah depok juga ada ke orang mana saya tinggal di jakarta dekat banget sama depok seram memang kalau ngebayangin kita ada di tempat yang terkena corona,2,netral
18391,ini virus corona gimna sebagai warga depok,-4,negatif
18392,reaksi dinkes banjarmasin pasca warga depok positif corona,5,positif
18393,corona malaria ispa sedot kabeh kuaing,-4,negatif
18394,dua warga terinfeksi virus corona walikota depok imbau masyarakat depok tenang,6,positif
18395,dua wni yang bermukim di depok jawa barat dikonfirmasi terjangkit virus corona,0,netral
18396,wali kota depok ungkap orang warganya terindikasi virus corona dinyatakan positif,5,positif
18397,bagaimana kabarnya yang menuduh uni sebar isu bohong apa setelah diakuinya warga depok positif corona masih punya nyali tuk lapor polisi atau sudah insaf,3,positif
18398,ngalahin trend corona depok,-1,netral
18399,jujur pas tahu yang kena corona dari depok saya langsung minum imboost tidak tahu juga si berpengaruh apa tidak yang penting usaha saja dulu,-14,negatif
18400,warga depok positif terinfeksi virus corona,3,positif
18401,gara pemberitaan corona di depok tadi suami pulang kerja langsung bertanya kamu muntah terus dada kamu nyesek tidak padahal saya muntah karena dia buntingin,-22,negatif
18402,ystd i went to depok to visit my mom and today theres corona virus case from depok,0,netral
18403,corona geus nepi depok by tertawa orang positif,8,positif
18404,apa depok wabah corona,-9,negatif
18405,orang depok yang terdeteksi covid itu tidak mengalami gejala masih aktifitas biasa artinya banyak orang orang indonesia sakit itu tidak dirasakan kalau daya tahan tubuh kuat sebentar juga pulih tidak perlu kuatir kecemasan malh menurnkn daya tahan tubuh hidup mati itu sudah dalam rencana tuhan,-14,negatif
18406,begal macet tauran raynhard corona sungguh pedih adzab yang diterima depok,-9,negatif
18407,gubernur jabar ridwan kamil menyatakan jabar siaga virus corona atau covid setelah dua warga depok dinyatakan positif terpapar virus tersebut simak pernyataan gubernur jabar ridwan kamil di channel youtube prfm,20,positif
18408,mbk ayu ting ting kaget saja trend gegara warga depok positif corona coba kalau saya kaget pasti tidak trend,-1,netral
18409,infonya juga para perawat dan tenaga medis tersebut dirumahkan untuk mencegah penyebaran virus corona di rs mitra keluarga kata walkot depok,4,positif
18410,intim dengan lelaki jepang di pesta dansa warga depok terjangkit corona pemerintah kota depok siaga,9,positif
18411,orang depok yang kena corona agamanya apa,-12,negatif
18412,waktu wn china didiskriminasi sama negara lain pada sok empati giliran depok kena corona pertama orang sibuk orang depok kamu corona corona awas nular tahi,-5,negatif
18413,untuk teman di indonesia ini sssst corona sudah ada di depok sssstt,6,positif
18414,baru orang yang positif corona kok panik bahan makanan di minimarket diserbu disangka depok kaya wuhan x yaa memang tidak sadar dari kemarin yang kena corona deh an orang kenapa tidak panik,-25,negatif
18415,corona raa sudah sampai depok,4,positif
18416,dinkes banjarmasin belum tingkatkan kewaspadaan pasca warga depok positif corona,3,positif
18417,wabah virus corona terdeteksi di depok nasib klub shopee liga yang bermarkas di jabodetabek tanda tanya,-11,negatif
18418,mulaidah didiskriminasi orang depok garagara corona,-1,netral
18419,wni asal depok positif corona telah diisolasi,3,positif
18420,alamat anak kos tidak nisa makan mie gede rasa gede rasa corona di depok,-8,negatif
18421,doa untuk pasien yang positif korona seorang ibu putrinya asal depok jabar moga keduanya diberi kekuatan melawan virus itu doga juga buat siapa pun yang pernah kontak dengan pasien agar tetap sehat kuat tuhan beri kekuatan indonesia untuk melawan korona,15,positif
18422,jangan di kasih tahu alamat minta nanti bisa ramai jadi tempat wisata tu rumah rumah pasien corona di depok disemprot disinfektan malam ini,8,positif
18423,gubernur jabar tidak ada bukti virus corona hadir di depok republika online mobile wakkkkkkkkkk tidak pernah duga,-2,negatif
18424,corona rush orang pada borong makanan katanya karena depok siaga deh seperti mau perang di sini tapi aku tidak ikutan borong kelihatan banget kita tidak siap hadapi corona yang disiapin makanan saja sm mencari masker perilaku hidup bersih sehatnya tidak,-13,negatif
18425,idup di depok itu keras bung dari teroris begal rampok tauran sekarang corona seperti apapun depok lindungi kami allah sebagai warga depok,-13,negatif
18426,kita doain yang terindikasi tidak akan lanjut jadi terpapar beneran aamiin walikota depok orang lebih terindikasi corona,0,netral
18427,sudah nyebar berita korban corona ada di depok yaallah makin takut ngapa sedang apa,-2,negatif
18428,warga positif corona ridwan kamil dan menkes bertemu walikota depok malam ini,7,positif
18429,libur telah tiba ckckckckck imbas virus corona pemerintah kota depok akan liburkan sekolah,3,positif
18430,sudah tahu corona ada di depok eh bahkan nonton di depok salah saha eta,7,positif
18431,depok medis dirumahkan dki lbh suspect bekasi masuk darurat covid di indonesia Cuma saja yang kena virus hebat kan pinokio,-14,negatif
18432,wuhan sudah jadi kota mati pas ketahuan ada corona depok masih macet saja onoh margonda,5,positif
18433,corona ada di depok my time has come,3,positif
18434,yaang dikatakan anies itu orang yang dipantau terinfeksi corona dan orang dalam pengawasan terinveksi corina itu pernyataan sesat dan isu bohong berat dan sudah dibantah menkes jadi anies bohong sedangkan yang orang di depok itu tidak ada hubungannya,-24,negatif
18435,makin takut karena hbs ngecek waze rumah orang yang kena virus corona di depok itu jaraknya cuma kamu dari rumah saya,-14,negatif
18436,warga depok positif virus corona ayu ting ting langsung antisipasi dengan cara ini,9,positif
18437,wni positif corona tenaga medis rs mitra keluarga depok dirumahkan,12,positif
18438,cuma TV wan yang selalu hiperbola karena mereka harus beda semoga reporter tidak jadi korban korona karena azab membuat ketakutan warga depok yang sangat syar i amiiiin,-42,negatif
18439,depok makin seram saja ada corona,-2,negatif
18440,wakil wali kota depok doakan kesembuhan warga positif corona dua orang warga ke,3,positif
18441,wni depok positif virus corona bagaimana tanggapan ayu ting ting mengenai ini sebagai warga depok,4,positif
18442,saya orang depok siaga corona,-4,negatif
18443,hai kamu juga harus hati hati kan pasien yang positif korona terturarnya pas lagi kerja dan mendampingi klien yang dari jepang itu di jakarta kebetulan saja dia pulang ke depok dan orang tua tertular,-18,negatif
18444,depok ngapa masalah melulu yak dari reynhard lampu merah terus corona,-3,negatif
18445,isolasi kota depok yang terpapar virus corona ini kata dpr begitu begitu,-8,negatif
18446,hari sabtu crita ke orang rumah kalau w nemu ular cobra kecil persis dpn kmr kost hari minggu w crita kalau sakit migrain salam ini karena gigi bungsu hari ini ada orang depok kena corona bagaimana perasaan orang rumah semoga didoain dapat kerjaan dkt rumah yang gajinya jakarta dan jenjang karir bagus tertawa,-1,netral
18447,terdapat ambulans yang tiba di rspi sulianti saroso ambulans berasal dari dinkes kota depok yang diduga mendatangkan pasien suspect covid sedangkan lainnya diketahui berasal dari daerah jakarta selatan,-22,negatif
18448,piling gud piling gud corona di depok anjaaay panik njing,-5,negatif
18449,katanya tadi beli dimana sepanjang perjalanan ke depok tidak ada masker biasa tapi memang benar aku yang tinggal di cijantung kemarin coba cara masker padahal belum ada berita pasien corona sudah susah cara masker dimana habis,10,positif
18450,tolong orang depok duduknya jauhan saya takut kena corona,-3,negatif
18451,sebelum corona ada saya sudah pakai masker menerjang bogor depok ika saik benar teman w,2,netral
18452,ayo segera jauhi teman temanmu yang orang depok agar supaya tidak terkena penyebaran virus corona,-10,negatif
18453,indosiar please bkin serial azab penimbun masker saat virus corona melanda,-10,negatif
18454,just today indonesia got its first confirmed patients of covid and the infected ones are being hospitalized in depok which is near to jakarta so mungkin they were thinking it s masih safe in there until today even yesterday nct dream s concert in jakarta was masih hold,-5,negatif
18455,menteri kesehatan terawan agus putranto mengakui ada kemungkinan warga jepang yang diduga menularkan virus corona ke warga depok sudah terinfeksi virus corona saat tiba di indonesia,0,netral
18456,warga depok positif corona nikita mirzani mengaku cemas hingga ubah gaya salaman demi hindari virus,0,netral
18457,hemm hemm hemm logika destruktif saya mulai nakal ini tentang corona di depok,-7,negatif
18458,ayah di depok sudah ada yang terinfekai corona terus sampai sini saja percakapannya bapaku terlalu santuy,-3,negatif
18459,gubernur jabar tidak ada bukti virus corona hadir di depok republika online mobile,0,netral
18460,depok ini kasian juga beritanya jarang banget yang positif atau tidak ada mulai dari begal walikota bikin lagu di lampu merah ular kobra sekarang corona hmmm,-2,negatif
18461,wni yang positif corona tinggal di depok telah dievakuasi,-1,netral
18462,corona tidak dapat bertahan di iklim tropis wni punya fisik yang kuat jadi kebal corona dapat sembuh sendiri menkes bilang indonesia bebas corona besoknya jaee bilang depok orang sudah terjangkit ngabalin bilang indonesia tidak takut corona begini amat indonesia,-4,negatif
18463,saya tidak mengerti wei angkatan until cobaannya mantap amat dulu un paket isu perang dunia sekarang corona virus yang deh nyampe depok deh lah,-7,negatif
18464,another depok resident who works as housemaid for the first covid confirmed patients has been evacuated to sulianti saroso infectious disease hospital,-1,netral
18465,petugas kepolisian dari polsek sukmajaya memasang garis polisi di rumah pasien yang positif virus korona lokasinya berada di kawasan studio alam kecamatan sukmajaya kota depok,-3,negatif
18466,aku suruh main ke depok dia bahkan jawab ngejemput corona hemm,1,netral
18467,warganya positif virus corona ini keluhan ketua lingkungan perumahan setempat,2,netral
18468,gosip corona suspect di depok di wa grup,-10,negatif
18469,menteri kesehatan menkes ri terawan agus putranto telah bertemu dengan presiden joko widodo jokowi senin pertemuan itu membahas dua warga depok jawa barat jabar yang dipastikan positif terinfeksi virus korona covid,7,positif
18470,perawat medis yang merawat si pasien corona di depok rs mitra keluarga harus di sebutkan nama serta alamat biar masyarakat bisa waspada dan tidak tular menular,-15,negatif
18471,korona sudah masuk depok tenaga medis rs mitra diliburkan alami batuk flu dan demam jpnews,-6,negatif
18472,pas tahu ada orang depok positif corona yang pertama banget w pikirin adalah stok masker benar ingin menangis w ngebayangin masa depan stok masker ini,1,netral
18473,warga depok terpapar corona menkes akan perkuat riset,-1,netral
18474,bisa kali dia telpon bilang selo mau bagaimana lagi masker sudah ampe ke pas benar virus corona itu di cinere depok hufttt memang sudah sakit orang ini,5,positif
18475,kalau aku kerja di media aku juga bakal bikin berita tidak penting seperti ayu ting ting tinggal di depok kaget corona ada di depok because berita seperti begitu yang justru ramai dinyinyirin netizen jadi bahkan dapat banyak adsense,5,positif
18476,takut banget deh corona yang di depok mana cuma beda kamu dari rumah,-9,negatif
18477,gubernur tidak ada bukti virus corona hadir di depok bagaimana dengan pengumuman presiden jokowi sebelumnya bahwa ada dua orang indonesia positif kena virus corona di wilayah ri simak,4,positif
18478,yang anak depok jangan main sama saya kita musuhan dulu sebentar sampai corona kelar,-11,negatif
18479,bingung sama depok sudah banyak begal tawuran uler kobra kasus sinaga sekarang corona,0,netral
18480,dia kaget bukan kepalang saat kabar tentang temuan corona depok telah tersebar luas,-1,netral
18481,presiden republik indonesia joko widodo senin pagi telah mengumumkan jika dua orang warga indonesia positif terjangkit virus corona keduanya merupakan ibu dan anak yang merupakan warga depok jawa barat,3,positif
18482,besok kota depok akan membentuk covid crisis center yang dipimpin langsung pak wali kota saya juga akan membuat hal yang sama provinsi jawa brat covid crisis center ujarnya,-11,negatif
18483,apa cuma aku yang tidak yakin warga jepang yang menularkan siapa tahu sebaliknya kalau warga jepang tidak didiagnosa corona di malaysia terus menghubungi si ibu bisa jadi ibu dari depok tetap rawat jalan dan terus berinteraksi dengan yang lain heu,-22,negatif
18484,pedangdut hot ayu ting ting bukan kaget tapi berlebihan dengar virus corona di depok,-3,negatif
18485,jarak tempuh dari depok ke rumah menit sedikit aga panik karena corona,-9,negatif
18486,aduh corona di jalan studio alam depok tempat pkl huuuu,-1,netral
18487,akibat berita kalau di indonesia warga depok jabar ada yang sudah positif corona virus orang,4,positif
18488,mohon maaf yang disiarkan di tv hanya konfirmasi tentang warga depok yang dinyatakan positif kena corona mengenai tenaga medis yang dirumahkan tidak ada beritanya lagipula logika saja mas kalau memang benar orang tenaga medis tersebut dikonfirmasi pernah kontak dengan pasien corona bukannya,-3,negatif
18489,salah satu cara mencegah tertular virus corona adalah henti mengunjungi depok jika anda perokok harusnya ada warning agar memilih pemimpin jangan yang pekok selagi tahun pemilihan kepala daerah kadal gurun jangan dipilih deh begitu saja,-34,negatif
18490,abigets repost instant dua wni positif terinfeksi virus corona merupakan ibu dan anak warga depok jawa barat yang sempat kontak dengan warga negara jepang dapatkan berita lainnya di youtube,-4,negatif
18491,saya dari siang mencoba bersikap bodo amat tentang corona ini sampai saya jalan balik dari depok sampai rumah melihat dengan mata kepala sendiri semua apotek dan alfamart indomart benar benar ramai banget anjing ceos fck shit stay safe everyone,-10,negatif
18492,anak ui after corona in depok,-4,negatif
18493,dua orang warga depok terjangkit virus corona bagaimana pendapat ayu ting ting selaku warga depok,1,netral
18494,hrg masker di depok jadi selangit harganya sbelum ada kasus corona di depok hrg masker masih belum melambung selangit tapi setelah ada kasus corona di depok hrg masker menjadi selangit hrg box dijual rb gilaaaaa,8,positif
18495,coba cium pasien corona ibu dan anak depok berani hebat,1,netral
18496,poook depok kemarin reinhard sekarang korona bsok apa lagi trouble maker banget kyanya ini kota anj,-7,negatif
18497,kasian awkarin pusing bagaimana warga depok yang pusing grgr corona didaerah dia,-20,negatif
18498,alias teman w pada tinggal di depok untungnya saya sudah selesai kuliah kalau nga ini saya lagi gembar gembor corona terus pusing skripsi terus pasti disuruh balik sama ibuk gaboleh dikosan hadeh,-18,negatif
18499,lingkup aktivitas wna beserta orang wrg depok postif covid,-6,negatif
18500,anjing korona serem bnget pasti ada lagi selain di depok yang sudah kenaaa apalagi itu virus gampang banget nyebar anjggg apalagi di kereta di tj ih saya takut anjing kmna sudah paling bner rebahan saja,-15,negatif
18501,terawan agus putranto sempat meninjau rumah sakit di depok dan sedikit kecewa terhadap manajemen rs memutuskan untuk merumahkan petugas rs yang diduga berkontak langsung dengan dua orang pasien positif covid,-7,negatif
18502,panic buying corona pemerintah diminta jaga stok sembilan bahan pokok,-2,negatif
18503,corona masuk depok kalau disuruh milih lebih baik rebahan di rumah memang dari pada pulang pergi tiap hari bekasi depok dengan keadaan yang agk bikin was begini buat protect diri sendiri orang lain tapi sebelum kampus ngeluarin announce resmi kayaknya saya juga tidak berani memberikan kompen ke diri saya sendiri,-31,negatif
18504,di culik terus di sekap di depok nti tami bisa terjangkit corona deh,-1,netral
18505,corona sudah sampai depok untung depok macet total jadi tidak sampai ke tangsel,9,positif
18506,yang tinggal di depok jawa barat kaget mendengar dua wni yang positif virus corona tinggal di depok,0,netral
18507,bukan penyebab kematian kalau deh waktunya mati mati saja gausah alesan sama malaikat kabur dari depok kecelakaan mati juga walau tidak kena berdoa saja biar terjauh dari keluarga dan krabat dekat,-20,negatif
18508,pemerintah kota depok sempat tidak boleh bicara soal warga positif corona waduh jahat sekali suruh berbohong tidak boleh bicara soal warga positif corona,-11,negatif
18509,tadi iseng bertanya driver grab tadi bapak denger berita kasus corona di depok tidak eehhh dia bahkan ceramah soal itu azab buat cina karena sudah tembakin masyarakat uyghur dan investasi di tanah reklamasi jakarta sebelum disetop anies,-24,negatif
18510,terkait covid menkes datangi rs mitra keluarga depok,2,netral
18511,walaupun sekolah di depok sampai diliburin gara covid paling kuliah tetep saja masuk,-5,negatif
18512,jng dianggap enteng virus corona tidak perlu dipolitisasi ini orang jepang deh nularin di depok yang jadi masalah dalam perjalanan dia bisa jadi bensin dan batuk pesawat apa yang ditumpangi siapa saja penumpangnya dari bandara ke depok pakai apa dibandara di juga bisa besin,-29,negatif
18513,walkot depok tunggu instruksi pusat tekait status klb corona lewat,2,netral
18514,dari awal pemerintah sudah menyetop pnerbangan dari dan ke china dan kapan anda minta turis cina di henti dan kapan anda di bully tim sorak siapa tim sorak itu orang depok itu terkena virus corona dari warga jepang bukan china ustad goblok,-38,negatif
18515,corona gemparkan rs mitra depok tenaga medis dirumahkan,4,positif
18516,jadi tanggal feb kmren saya dari jakarta dan sempat bbrpa kali naik krl central line di jam ramai memang bbrpa minggu ini sibuk dan perjalanan jauh terus alhasil kecapekan dan sudah hari ini kena flu panik pasti soalnya yang positif covid itu depok di,-14,negatif
18517,depok antara macet predator walikota bernyanyi dan corona,1,netral
18518,bertambah lagi derita warga depok macet dimana kalau hujan margonda banjir trotoar tidak benar nyebrang jalan susah banyak mall banyak apartemen begal tawuran gangster lagu dilampu merah reinhard eh sekarang virus corona pula,-9,negatif
18519,hati di kemang corona berawal dari pertemuan disana,0,netral
18520,kakak dan asisten rumah tangga suspect corona di depok dinyatakan negatif covid,0,netral
18521,tertular dari warga jepang warga depok positif corona ini penjelasan presiden dan menkes,2,netral
18522,kayaknya depok mau diilangin dari peta indonesia deh yang jelek dari depok rata begal sajam tawuran begal tetek sekarang corona hadeeuuhh pindah pamulang be sinih,-26,negatif
18523,virus corona masuk ke indonesia polri himbau masyarakat tenang cek dulu kebenaran bila mendapat informasi jakarta pemerintah indonesia telah memastikan warga depok terjangkit virus corona atau covid,-1,netral
18524,mendadak sepi mendadak antri serba mendadak indonesia siaga s,-3,negatif
18525,ada corona di depok kenapa ibu bapak saya gada niatan beli masker beli hand sanitizer buat ramuan biar imun bagus stok makanan banyak banyak ini kenapa santui banget,15,positif
18526,ini orang yang tinggal bareng yang terkena corona di depok setelah diperiksa alhamdulillah hasilnya negatif artinya kalau kondisi kita fit dan sehat insya allah tidak tertular jadi jangan panik jaga kesehatan kita dan keluarga,1,netral
18527,saya iseng ngirim ss chat saya sama crush si grup untuk pertama kalinya tanggapan mereka bosan saya membicarakan cowok melulu saya jawab yah terlambat saya mereka kamu tidak terlambat soalnya sudah tua belum lagi corona serang depok tidak ada uang waktu lagi,-32,negatif
18528,depok saya tinggal hri sudah kena corona ae,-3,negatif
18529,gara gara virus corona sampai ke depok aku jadi rajin mandi dan mencuci tangan,1,netral
18530,hiks sebenernya untuk keluarga juga si mbak saya domisili depok hanya kamu dari rs mitra keluarga yang tempat pertama pasien positif corona berobat,-3,negatif
18531,corona sudah masuk depok banyak siswa yang takut daftar kuliah di ui akibat ui kurang peminat terus saya daftar keterima bolehh,-1,netral
18532,tiap hari keluar kota ke depok eh depok terinfeksi korona auto anak komplek sekian,-7,negatif
18533,asli corona sudah di depok mana depok dekat lenteng,6,positif
18534,cegah penyebaran corona gubernur dki setop izin acara yang melibatkan massa,-9,negatif
18535,aduh corona sudah di depok apa yang harus kita lakukan tetap beraktivitas atau rebahan,-7,negatif
18536,orang depok jangan bikin thread virus corona nanti nyebar kemana mana,-6,negatif
18537,aduh bagimana corona di depok ini bo dekat dng bogor dng jakarta olo gorontalo aman kayaknya am,-2,negatif
18538,depok panik warga depok panik euy saya tenang wae dari tadi rebahan sambil scroll twitter melihat keramaiin akibat corona deh kita depoknya jauh cibubur bagian depok wkwkwkwkkwkwwkkwkw alias harjamukti,-12,negatif
18539,depok corona masker menkes menkes singapur handsanitizer cuci tangan pakai sabun imun corona hotline droplets anything else,-2,negatif
18540,isolasi kota depok yang terpapar virus corona ini kata dpr begitu,-8,negatif
18541,kedua wni yang positif virus corona berasal dari kota depok jawa barat keduanya terpapar virus berbahaya ini setelah melakukan interaksi langsung dengan seorang warga negara jepang yang merupakan kawannya dalam sebuah pesta dansa di duga warga jepang tersebut positif virus corona,3,positif
18542,tidak ada bukti tapi faktanya pasien corona rumahnya di depok baru masuk rspi penjaga rumahnya yang domisili depok ditambah kabar beritanya tetangganya sempat menjenguk saat di rs mitra depok,-11,negatif
18543,mohon maaf itu yang suspect corona di depok jarak dari rumah saya ke perumahan yang kepapar cuma beda kamu,-14,negatif
18544,depok yah berat banget cobaan warga depok kemarin musim gengster disana banyak tauran sudah jadi rutinitas macet ciri khas japok semboyan sekarang musim corona ikut juga depok be sefty gais semoga kita semua tetap aman dan sejahtera,9,positif
18545,polisi meminta warga sekitar dan wartawan untuk menjauh dari rumah warga depok yang positif virus corona,-4,negatif
18546,ternyata warga depok yang positif corona ini identitasnya lewat,0,netral
18547,yang ngata in kota batam virus corona nyatanya bahkan ada di depok sini aku sentil empedu kalian satu satu,5,positif
18548,ada berita kalau walkot depok bilang perawat terindikasi corona,-2,negatif
18549,saya kok jadi takut begini corona deh masuk depok,-6,negatif
18550,jalanan ramai atm juga ramai rang depok biasa dibully timbanh corona saja gampil,-8,negatif
18551,mas di depok orang dinyatakan kena covid pemerintah depok lngsung bilang perawat di rs depok di khawatir kan ikut tertular mengkhawatirkan kalau saja ini kita tutupi khawatirnya ini seperti bola salju yang terus membesar jangan sampai itu sudah ada disekitar kita,-15,negatif
18552,corona sudah sampai depok tidak mau aneh lagi di kampus fix bye banget tuker tukeran gelas,3,positif
18553,depok bentuk crisis center corona besok rsud siap jadi tempat isolasi,2,netral
18554,saya orang depok yang lokasi rumah tidak terlalu jauh dengan pasien yang terkena virus corona dan kini hanya bisa jaga kesehatan kebersihan sama doa supaya semua orang yang ada disekeliling saya baik saja untuk semua warga depok dan sekitarnya semoga kita sehat selalu,-20,negatif
18555,karena korona sudah sampai depok,1,netral
18556,mav banget kompas ini g penting seindonesia juga kaget jingan corona ada di depok,7,positif
18557,gila yang kena virus corona ada di depok ini saya takut bahkan datang ke jakarta,-8,negatif
18558,walikota depok nyatakan ada dua warga tertular virus corona lewat,2,netral
18559,pemerintah kota depok sempat tidak boleh bicara soal warga positif corona pesan itu di sampaikan oleh staff ahli kementerian kemarin malam kata sekda kota depok hardiono,-3,negatif
18560,pak apakah berkenan menjenguk pasien warga depok yang positif corona,-4,negatif
18561,neng geulis yang kena corona bukan orang jakarta tapi orang depok mana korelasinya kalau wan abud yang umumin yang benar juga pak rk yang umumin mmg pada dasarnya wan abud tukang isu bohong,-40,negatif
18562,walikota depok tlg ente kasih tahu ndaa penyebaran corona bukan dari rokok lama kga cifokan syukron,-5,negatif
18563,nanti mereka bilang corona menyerang depok karena yang menista agama,-21,negatif
18564,waduh ridwan kamil nyatakan jawa barat siaga i corona,4,positif
18565,eh kamu yaa yang nyebarin corona ke depok,-6,negatif
18566,karena pasien corona an tenaga medis di rs mitra depok dirumahkan,1,netral
18567,medical workers having contact with covid patients in depok sent home for,-1,netral
18568,curiga saya sama corona di depok kayanya pengalihan isu saja,-6,negatif
18569,penjagaan di rumah korban corona kapolres depok leading sectornya dinkes azis,-2,negatif
18570,ridwan menegaskan bahwa tidak ada bukti virus corona hadir di kota depok,-4,negatif
18571,tetangga korban corona di depok mulai panik bahkan ada yang mengungsi baca selengkapnya disini,-5,negatif
18572,forum koordinasi pimpinan daerah forkopimda kota depok bersama gubernur jawa barat melakukan rapat koordinasi terkait penanganan virus corona covid di kota depok rapat koordinasi dilakukan di ruang rapat gedung setda kota depok senin,2,netral
18573,dulu begal sekarang corona depok,-6,negatif
18574,benerkan korona sudah di depok,2,netral
18575,pelaku kejahatan positif corona perlakuan beda tipis rumah wni positif corona di depok dipasang garis polisi,3,positif
18576,jakarta banjir depok corona bekasi jauh sudah paling benar di batam ini,4,positif
18577,ngak takut kena virus corona deh sampai depok,-1,netral
18578,ayo dong yang youtuber bikin konten korban corona di depok,-6,negatif
18579,hehehe sudah beli alkohol liter belinya kemarin sebelum heboh berita ada penderita corona di depok,5,positif
18580,warga depok positif terinfeksi virus corona joshua suherman ganti warna rambut,6,positif
18581,tidak twitter ig wa isinya corona di depok awalnya tidak acuh saja percaya ui aman eh kenapa punya kamu yang tinggal selingkungan sama yang kena corona jadi takut njir,-21,negatif
18582,habis hepatitis sekarang corona depok sebenernya ada masalah apa si dia,-3,negatif
18583,di wuhan banyak sekali tim medis di rs yang terjangkit corona bahkan diantaranya ada yang meninggal karenanya akan kah kejadian yang sama akan menimpa salah satu rs di depok semoga tidak,-19,negatif
18584,dua warga depok yang positif terinfeksi virus korona merupakan ibu anak menurut menkes terawan mereka terjangkit setelah salah satunya berdansa dengan wn jepang di salah satu klub dansa di jakarta paa,1,netral
18585,apakah corona masuk ke depok karena ada teman anda chuakzzzzz,-4,negatif
18586,setelah kota longsor kota cobra kota macet kota yang gapunya taman sekarang ada corona hadeh depok depok,-8,negatif
18587,tidak taunya orang depok yang kena corona itu ktnya rmhnya pnh diinepin sm orang jepang itu tadi kalau tidak salah bc,-28,negatif
18588,lah kamu baru balik banget b ini lihat pakai masker eh hati hati kamu depok b ini sibuk tadi mencari corona tidak dapat tapi saya pukul kamu,0,netral
18589,pemerintah kota depok berencana merumahkan sementara perawat yang sempat kontak langsung dengan pasien corona sebelum dirujuk ke rspi sulianti,-5,negatif
18590,besok pasti di berita gosip ada yang begini bagaimana tanggapan artis tentang warga depok positif corona gapenting banget asli,4,positif
18591,depok lagi tidak aman karena virus corona sama kayak hatiku yang kadang suka di permainkan,-9,negatif
18592,dua wni di depok positiv terjangkit virus corona,0,netral
18593,gubernur jawa barat ridwan kamil rk akan menetapkan rumah sakit umum daerah rsud depok sebagai tempat penanganan virus corona di depok,-8,negatif
18594,apakah ayu ting ting punya firasat sebelum warga depok positif corona,7,positif
18595,pasti hari ini warga bekasi feeling victorious itu lihat corona masuknya ke depok bekasi tidak mempan baru mau sampai deh mati virusnya sama panas matahari,18,positif
18596,pemerintah provinsi jawa tengah memperketat pengawasan pintu masuk ke daerahnya menyusul dua wni di depok jawa barat positif virus corona,4,positif
18597,saya pikir inilah waktunya bagi cawalkot depok untuk mengerahkan segala kemampuan guna mengedukasi publik mereka mengenai virus corona kabupaten kota yang lain jangan lengah avengers assemble pertahankan warga didik latih warga kita di seluruh penjuru indonesia,-9,negatif
18598,potret warga borong makanan pasca kasus penderita virus corona di depok istana minta tetap tenang,14,positif
18599,tidak penting kak lebih hype ayu ting ditanyain tentang virus corona di depok tertawa,4,positif
18600,semangat mas salam dari depok yang kena corona hahja,-8,negatif
18601,tidak apa-apa kena korona asal bisa ciuman sama cwe depok,-9,negatif
18602,salah satu trik kita orang depok untuk menghindari virus corona before after,-2,negatif
18603,wali kota depok orang lebih terindikasi virus corona menurut idris orang tersebut mencakup petugas medis rumah sakit mitra keluarga depok dan pasien di rumah sakit tersebut sebab dua korban virus corona sempat memeriksakan kesehatannya di sana,1,netral
18604,w tinggal di perbatasan depok jaksel ini pas baca brita ny langsung auto panik banget apa lagi di bilang pas habis kontak sama orang jepan orang ini trlihat normal kmana bkhkan pas ngarasa sakit dia ke rs sndri terus hasil lab ny baru hari kmudian nah selama sblum ketauna corona ini,10,positif
18605,paman saya jualan di depok terkena dampak corona virus yang makan kue pada beralih ke masker,-16,negatif
18606,akhirnya datuk adakan diskusi ini pak bantah peryataan gubenur pak pak katakan ada orang yang terkena virus corona sementara walikota depok katakan orang lebih terindikasi corona agar publik tercerahkan,-17,negatif
